30826746	1	2	3	3.5	113.2699966430664	23.1299991607666	15000
36499134	13	5	4	1	113.2699966430664	23.1299991607666	10500
38824481	18	4	4	2	113.2699966430664	23.1299991607666	10500
39047799	6	5	3	6	114.30000305175781	30.600000381469727	20000
39606026	21	5	3	2	121.47000122070312	31.229999542236328	12500
39663835	17	5	4	3.5	114.05000305175781	22.549999237060547	15000
39884674	18	5	3	1	120.58000183105469	31.299999237060547	6000
40025075	1	1	4	6	114.30000305175781	30.600000381469727	17500
40619793	12	2	3	3.5	123.43000030517578	41.79999923706055	6000
40800544	12	5	3	3.5	113.2699966430664	23.1299991607666	17500
41034039	1	5	4	3.5	120.1500015258789	30.280000686645508	12500
41309178	10	5	3	2	114.30000305175781	30.600000381469727	14000
41891070	21	5	4	0	121.47000122070312	31.229999542236328	7000
41991684	3	5	3	1	121.47000122070312	31.229999542236328	7000
42355028	24	5	4	1	121.47000122070312	31.229999542236328	4750
42623076	24	2	3	2	123.43000030517578	41.79999923706055	6000
42623209	24	2	3	2	125.31999969482422	43.900001525878906	6000
42623278	24	2	3	2	126.52999877929688	45.79999923706055	6000
42623334	24	2	3	2	121.62000274658203	38.91999816894531	6000
43941753	12	10	3	3.5	117.25	31.829999923706055	7000
44087738	3	1	5	0	116.4000015258789	39.900001525878906	9000
44434930	1	1	4	3.5	121.47000122070312	31.229999542236328	14583
44617622	1	1	4	6	114.30000305175781	30.600000381469727	11500
44910117	1	5	3	2	113.2699966430664	23.1299991607666	9000
44910318	1	5	3	6	113.2699966430664	23.1299991607666	12500
44994601	18	5	3	1	121.47000122070312	31.229999542236328	7000
45021829	12	5	4	6	114.30000305175781	30.600000381469727	12500
45079869	12	1	4	1	116.4000015258789	39.900001525878906	7000
45116416	6	2	4	1	121.47000122070312	31.229999542236328	10417
45209807	15	10	2	1	116.4000015258789	39.900001525878906	10500
45225221	12	10	3	1	113.62000274658203	34.75	6500
45344346	21	5	3	3.5	113.2699966430664	23.1299991607666	15000
45530465	24	5	4	2	118.77999877929688	32.06999969482422	15500
45669183	16	5	4	3.5	116.4000015258789	39.900001525878906	12500
45955542	1	5	4	1	113.2699966430664	23.1299991607666	10000
45966792	1	5	3	2	113.2699966430664	23.1299991607666	15000
46495781	21	2	3	1	114.30000305175781	30.600000381469727	7500
46596578	1	4	4	8.5	118.77999877929688	32.06999969482422	10000
46725379	6	3	3	0	121.47000122070312	31.229999542236328	3750
47003787	17	5	3	2	114.05000305175781	22.549999237060547	15000
47059175	12	10	4	6	114.05000305175781	22.549999237060547	10417
47059621	12	10	4	6	114.05000305175781	22.549999237060547	10417
